candidate_key,query_id,named_source_id,candidate_rank,pmid,doi,title,year,journal,authors,source_url,raw_path,raw_sha256
PMID:23100246,SEARCH-20260719-LINEAGE-CAUSAL-42,NS-CAUSAL-042,1,23100246,10.1093/aje/kws158,Characterizing vaccine-associated risks using cubic smoothing splines.,2012,American journal of epidemiology,M Alan Brookhart; Alexander M Walker; Yun Lu; Laura Polakowski; Jie Li; Corrie Paeglow; Tosmai Puenpatom; Hector Izurieta; Gregory W Daniel,https://pubmed.ncbi.nlm.nih.gov/23100246/,raw/SEARCH-20260719-LINEAGE-CAUSAL-42.efetch.000000000-000000000.xml,3037ef03cfa792b97fe44051804096c5594cad665d7ed4d3a36770697862bbff
PMID:26505897,SEARCH-20260719-LINEAGE-CAUSAL-43,NS-CAUSAL-043,1,26505897,10.1371/journal.pmed.1001892,Upgrading a piped water supply from intermittent to continuous delivery and association with waterborne illness: a matched cohort study in urban India.,2015,PLoS medicine,Ayse Ercumen; Benjamin F Arnold; Emily Kumpel; Zachary Burt; Isha Ray; Kara Nelson; John M Colford,https://pubmed.ncbi.nlm.nih.gov/26505897/,raw/SEARCH-20260719-LINEAGE-CAUSAL-43.efetch.000000000-000000000.xml,0bfd43a92e0ae237bcd0e8890e4197024bcd0729fa18a3b53ddae9cee47e2b93
PMID:40681821,SEARCH-20260718-LINEAGE-CAUSAL-44,NS-CAUSAL-044,1,40681821,10.1007/s11427-025-2955-6,Progress and gaps in antimicrobial resistance research within One Health sectors in China: a systematic analysis.,2025,Science China. Life sciences,Cai Chen; Shu-Le Li; Jue Liu; Sabiha Y Essack; Yi Luo; Mui-Choo Jong; Xiang-Yu Dai; Yao-Yang Xu; Lise Korsten; David W Graham; Yong-Guan Zhu,https://pubmed.ncbi.nlm.nih.gov/40681821/,raw/SEARCH-20260718-LINEAGE-CAUSAL-44.efetch.000000000-000000000.xml,e9f5e6f5e47d71a5f912e546db0b94311bdab1f9f61aa1b1440edbdfb0798878
PMID:34183531,SEARCH-20260719-LINEAGE-CAUSAL-45,NS-CAUSAL-045,1,34183531,10.1097/ede.0000000000001385,Identifiability and Estimation Under the Test-negative Design With Population Controls With the Goal of Identifying Risk and Preventive Factors for SARS-CoV-2 Infection.,2021,"Epidemiology (Cambridge, Mass.)",Mireille E Schnitzer; Daphna Harel; Vikki Ho; Anita Koushik; Joanna Merckx,https://pubmed.ncbi.nlm.nih.gov/34183531/,raw/SEARCH-20260719-LINEAGE-CAUSAL-45.efetch.000000000-000000000.xml,d02d1647a43c78baf58218f46a0fed63cc73ea7dca0833e2014d6b57fba9792f
PMID:38076979,SEARCH-20260719-LINEAGE-CAUSAL-47,NS-CAUSAL-047,1,38076979,10.1101/2023.11.28.23298927,Social determinants of adult COVID-19 vaccine acceptance and uptake in a Brazilian urban informal community: a longitudinal time-to-event study.,2023,medRxiv : the preprint server for health sciences,Murilo Dorión; Juan Pablo A Ticona; Mariam O Fofona; Margaret L Lind; Nivison Nery; Renato Victoriano; Ananias S do Aragão Filho; Mitermayer G Reis; Federico Costa; Albert I Ko,https://pubmed.ncbi.nlm.nih.gov/38076979/,raw/SEARCH-20260719-LINEAGE-CAUSAL-47.efetch.000000000-000000000.xml,b0d15c93e2ab4e9972726e5a50569fe1cf3d12c3ef51d15f0d86caaf2a7d9abc
PMID:37746872,SEARCH-20260719-LINEAGE-CAUSAL-48,NS-CAUSAL-048,1,37746872,10.1093/cid/ciad469,"Long-term Cardiovascular, Cerebrovascular, and Other Thrombotic Complications in COVID-19 Survivors: A Retrospective Cohort Study.",2024,Clinical infectious diseases : an official publication of the Infectious Diseases Society of America,Jue Tao Lim; Wee Liang En; An Ting Tay; Deanette Pang; Calvin J Chiew; Benjamin Ong; David Chien Boon Lye; Kelvin Bryan Tan,https://pubmed.ncbi.nlm.nih.gov/37746872/,raw/SEARCH-20260719-LINEAGE-CAUSAL-48.efetch.000000000-000000000.xml,d588ec32abc77da6289e7fb4b7571abf0bf0ddc347b1cc98a33daa8d8fd3e13b
PMID:28760790,SEARCH-20260719-LINEAGE-CAUSAL-49,NS-CAUSAL-049,1,28760790,10.1136/bmjopen-2017-015855,Impact of health insurance coverage for Helicobacter pylori gastritis on the trends in eradication therapy in Japan: retrospective observational study and simulation study based on real-world data.,2017,BMJ open,Shinzo Hiroi; Kentaro Sugano; Shiro Tanaka; Koji Kawakami,https://pubmed.ncbi.nlm.nih.gov/28760790/,raw/SEARCH-20260719-LINEAGE-CAUSAL-49.efetch.000000000-000000000.xml,1214459cf2c1fc7127a321635f6f259dadb5388f854752bdea2398f303ce2f9a
PMID:31869328,SEARCH-20260719-LINEAGE-CAUSAL-50,NS-CAUSAL-050,1,31869328,10.1371/journal.pmed.1002994,The 2016 California policy to eliminate nonmedical vaccine exemptions and changes in vaccine coverage: An empirical policy analysis.,2019,PLoS medicine,Sindiso Nyathi; Hannah C Karpel; Kristin L Sainani; Yvonne Maldonado; Peter J Hotez; Eran Bendavid; Nathan C Lo,https://pubmed.ncbi.nlm.nih.gov/31869328/,raw/SEARCH-20260719-LINEAGE-CAUSAL-50.efetch.000000000-000000000.xml,3b16682254c7a78202d37ca817bc4f31da778ec9d87eeb8dd046c0a8db5d2eae
PMID:22495733,SEARCH-20260719-LINEAGE-CAUSAL-51,NS-CAUSAL-051,1,22495733,10.1002/sim.5316,The parametric g-formula to estimate the effect of highly active antiretroviral therapy on incident AIDS or death.,2012,Statistics in medicine,Daniel Westreich; Stephen R Cole; Jessica G Young; Frank Palella; Phyllis C Tien; Lawrence Kingsley; Stephen J Gange; Miguel A Hernán,https://pubmed.ncbi.nlm.nih.gov/22495733/,raw/SEARCH-20260719-LINEAGE-CAUSAL-51.efetch.000000000-000000000.xml,4aae925b42683a4ef9f940d142db621f9cb9ad571e32873fa630f8c9c72ab96b
PMID:24260029,SEARCH-20260718-LINEAGE-CAUSAL-52,NS-CAUSAL-052,1,24260029,10.1371/journal.pmed.1001555,When to start antiretroviral therapy in children aged 2-5 years: a collaborative causal modelling analysis of cohort studies from southern Africa.,2013,PLoS medicine,Michael Schomaker; Matthias Egger; James Ndirangu; Sam Phiri; Harry Moultrie; Karl Technau; Vivian Cox; Janet Giddy; Cleophas Chimbetete; Robin Wood; Thomas Gsponer; Carolyn Bolton Moore; Helena Rabie; Brian Eley; Lulu Muhe; Martina Penazzato; Shaffiq Essajee; Olivia Keiser; Mary-Ann Davies; International Epidemiologic Databases to Evaluate AIDS–Southern Africa (IeDEA-SA) Collaboration,https://pubmed.ncbi.nlm.nih.gov/24260029/,raw/SEARCH-20260718-LINEAGE-CAUSAL-52.efetch.000000000-000000000.xml,539966ba5995a3fff675ca4c07746b3da3ca5e8b4baee1fe294a198011c70805
PMID:37027438,SEARCH-20260719-LINEAGE-CAUSAL-53,NS-CAUSAL-053,1,37027438,10.1371/journal.pone.0284143,Mining and quantitative evaluation of COVID-19 policy tools in China.,2023,PloS one,Jianzhao Liu; Na Li; Luming Cheng,https://pubmed.ncbi.nlm.nih.gov/37027438/,raw/SEARCH-20260719-LINEAGE-CAUSAL-53.efetch.000000000-000000000.xml,9e7c4f24b49b153720906c66f89573e3fdf5be8f6cf2261106c460de88006736
PMID:35287307,SEARCH-20260719-LINEAGE-CAUSAL-54,NS-CAUSAL-054,1,35287307,10.1016/j.jebo.2022.02.027,Save lives or save livelihoods? A cross-country analysis of COVID-19 pandemic and economic growth.,2022,Journal of economic behavior & organization,Qu Feng; Guiying Laura Wu; Mengying Yuan; Shihao Zhou,https://pubmed.ncbi.nlm.nih.gov/35287307/,raw/SEARCH-20260719-LINEAGE-CAUSAL-54.efetch.000000000-000000000.xml,d236efd731fa97297005605a82ae48d168a96d5ec2371f6180757a20fa4f58a1
PMID:24524236,SEARCH-20260718-LINEAGE-CAUSAL-55,NS-CAUSAL-055,1,24524236,10.2807/1560-7917.es2014.19.5.20688,A cocoon immunisation strategy against pertussis for infants: does it make sense for Ontario?,2014,Euro surveillance : bulletin Europeen sur les maladies transmissibles = European communicable disease bulletin,G H Lim; S L Deeks; N S Crowcroft,https://pubmed.ncbi.nlm.nih.gov/24524236/,raw/SEARCH-20260718-LINEAGE-CAUSAL-55.efetch.000000000-000000000.xml,7d213a8eb31edbcc4c1b6ca79e84dd7e4c619651cfcdffe0b37709399c40778a
PMID:40795077,SEARCH-20260719-LINEAGE-CAUSAL-56,NS-CAUSAL-056,1,40795077,10.1093/ije/dyaf126,Age and gender profiles of HIV infection burden and viraemia: novel metrics for HIV epidemic control in African populations with high antiretroviral therapy coverage.,2025,International journal of epidemiology,Andrea Brizzi; Joseph Kagaayi; Robert Ssekubugu; Lucie Abeler-Dörner; Alexandra Blenkinsop; David Bonsall; Larry W Chang; Christophe Fraser; Ronald M Galiwango; Godfrey Kigozi; Imogen Kyle; Mélodie Monod; Gertrude Nakigozi; Fred Nalugoda; Joseph G Rosen; Oliver Laeyendecker; Thomas C Quinn; M Kate Grabowski; Steven J Reynolds; Oliver Ratmann; Rakai Health Sciences Program,https://pubmed.ncbi.nlm.nih.gov/40795077/,raw/SEARCH-20260719-LINEAGE-CAUSAL-56.efetch.000000000-000000001.xml,3ba5039ebac28922f509e4775cbf275aa480aeaf67682b71c582e22bf3716012
PMID:38712115,SEARCH-20260719-LINEAGE-CAUSAL-56,NS-CAUSAL-056,2,38712115,10.1101/2024.04.21.24306145,Age and gender profiles of HIV infection burden and viraemia: novel metrics for HIV epidemic control in African populations with high antiretroviral therapy coverage.,2024,medRxiv : the preprint server for health sciences,Andrea Brizzi; Joseph Kagaayi; Robert Ssekubugu; Lucie Abeler-Dörner; Alexandra Blenkinsop; David Bonsall; Larry W Chang; Christophe Fraser; Ronald M Galiwango; Godfrey Kigozi; Imogen Kyle; Mélodie Monod; Gertrude Nakigozi; Fred Nalugoda; Joseph G Rosen; Oliver Laeyendecker; Thomas C Quinn; M Kate Grabowski; Steven J Reynolds; Oliver Ratmann; Rakai Health Sciences Program,https://pubmed.ncbi.nlm.nih.gov/38712115/,raw/SEARCH-20260719-LINEAGE-CAUSAL-56.efetch.000000000-000000001.xml,3ba5039ebac28922f509e4775cbf275aa480aeaf67682b71c582e22bf3716012
PMID:26773546,SEARCH-20260719-LINEAGE-CAUSAL-57,NS-CAUSAL-057,1,26773546,10.1002/hep.28458,Liver mortality attributable to chronic hepatitis C virus infection in Denmark and Scotland--using spontaneous resolvers as the benchmark comparator.,2016,"Hepatology (Baltimore, Md.)",Hamish Innes; Sharon J Hutchinson; Niels Obel; Peer B Christensen; Esther J Aspinall; David Goldberg; Henrik Krarup; Scott A McDonald; Allan McLeod; Amanda Weir; Lars H Omland,https://pubmed.ncbi.nlm.nih.gov/26773546/,raw/SEARCH-20260719-LINEAGE-CAUSAL-57.efetch.000000000-000000000.xml,195f88538d3a3bf322687695c63b5033ebf7f0b3125a565799c729d16e9cc51e
PMID:35995954,SEARCH-20260719-LINEAGE-CAUSAL-58,NS-CAUSAL-058,1,35995954,10.1038/s41591-022-01953-6,Neutralization titer biomarker for antibody-mediated prevention of HIV-1 acquisition.,2022,Nature medicine,Peter B Gilbert; Yunda Huang; Allan C deCamp; Shelly Karuna; Yuanyuan Zhang; Craig A Magaret; Elena E Giorgi; Bette Korber; Paul T Edlefsen; Raabya Rossenkhan; Michal Juraska; Erika Rudnicki; Nidhi Kochar; Ying Huang; Lindsay N Carpp; Dan H Barouch; Nonhlanhla N Mkhize; Tandile Hermanus; Prudence Kgagudi; Valerie Bekker; Haajira Kaldine; Rutendo E Mapengo; Amanda Eaton; Elize Domin; Carley West; Wenhong Feng; Haili Tang; Kelly E Seaton; Jack Heptinstall; Caroline Brackett; Kelvin Chiong; Georgia D Tomaras; Philip Andrew; Bryan T Mayer; Daniel B Reeves; Magdalena E Sobieszczyk; Nigel Garrett; Jorge Sanchez; Cynthia Gay; Joseph Makhema; Carolyn Williamson; James I Mullins; John Hural; Myron S Cohen; Lawrence Corey; David C Montefiori; Lynn Morris,https://pubmed.ncbi.nlm.nih.gov/35995954/,raw/SEARCH-20260719-LINEAGE-CAUSAL-58.efetch.000000000-000000000.xml,60b18ee189e405dffef11873bddaf63739e4f785691dabbb5c880ade96edfd2e
PMID:33341870,SEARCH-20260719-LINEAGE-CAUSAL-59,NS-CAUSAL-059,1,33341870,10.1093/cid/ciaa1873,"Association of Group B Streptococcus (GBS) Serum Serotype-Specific Anticapsular Immunoglobulin G Concentration and Risk Reduction for Invasive GBS Disease in South African Infants: An Observational Birth-Cohort, Matched Case-Control Study.",2021,Clinical infectious diseases : an official publication of the Infectious Diseases Society of America,Shabir A Madhi; Alane Izu; Gaurav Kwatra; Stephanie Jones; Ziyaad Dangor; Jeanette Wadula; Andrew Moultrie; Yasmin Adam; Wenji Pu; Ouzama Henry; Carmen Briner; Clare L Cutland,https://pubmed.ncbi.nlm.nih.gov/33341870/,raw/SEARCH-20260719-LINEAGE-CAUSAL-59.efetch.000000000-000000000.xml,58687b730e29792e02e3180ca30894135576724bbc21cd90135cb322641a139e
PMID:35972658,SEARCH-20260718-LINEAGE-CAUSAL-60,NS-CAUSAL-060,1,35972658,10.1007/s11356-022-22327-y,Associations between gastrointestinal infection and urinary phthalate metabolite concentrations in US children and adolescents from NHANES 2005-2016.,2023,Environmental science and pollution research international,Chuang Zhang; Weirui Ren; Chi Sun; Lin Liu; Meng Li; Wenbo Wang; Yanbin Fang; Lin Liu; Xiaofeng Yang; Xiangjian Zhang; Suolin Li,https://pubmed.ncbi.nlm.nih.gov/35972658/,raw/SEARCH-20260718-LINEAGE-CAUSAL-60.efetch.000000000-000000000.xml,26185c96c1a63f8abb557e18d77bd8b6bbaac7548b8d8bd10d3da5e73f376d8b
PMID:38308279,SEARCH-20260718-LINEAGE-CAUSAL-61,NS-CAUSAL-061,1,38308279,10.1186/s12889-024-17803-8,Multilayer factors associated with excess all-cause mortality during the omicron and non-omicron waves of the COVID-19 pandemic: time series analysis in 29 countries.,2024,BMC public health,Fengjuan Zou; Jianpeng Xiao; Yingying Jin; Ronghua Jian; Yijun Hu; Xiaofeng Liang; Wenjun Ma; Sui Zhu,https://pubmed.ncbi.nlm.nih.gov/38308279/,raw/SEARCH-20260718-LINEAGE-CAUSAL-61.efetch.000000000-000000000.xml,fef8fc4754905478671f2cecb1cb5055180b745c1c9910ef08f9fd19f739a1f4
PMID:30346524,SEARCH-20260719-LINEAGE-CAUSAL-62,NS-CAUSAL-062,1,30346524,10.1093/cid/ciy906,The Use of Quasi-experimental Designs for Vaccine Evaluation.,2019,Clinical infectious diseases : an official publication of the Infectious Diseases Society of America,James A Lopez Bernal; Nick Andrews; Gayatri Amirthalingam,https://pubmed.ncbi.nlm.nih.gov/30346524/,raw/SEARCH-20260719-LINEAGE-CAUSAL-62.efetch.000000000-000000000.xml,03043e7d10f3120ad640d10f6b95ae0c0e1c40563a6879b728580f91104e2219
PMID:34180960,SEARCH-20260719-LINEAGE-CAUSAL-63,NS-CAUSAL-063,1,34180960,10.1093/aje/kwab185,Impact Evaluation of Coronavirus Disease 2019 Policy: A Guide to Common Design Issues.,2021,American journal of epidemiology,Noah A Haber; Emma Clarke-Deelder; Joshua A Salomon; Avi Feller; Elizabeth A Stuart,https://pubmed.ncbi.nlm.nih.gov/34180960/,raw/SEARCH-20260719-LINEAGE-CAUSAL-63.efetch.000000000-000000000.xml,4b2bed170a0a8d97ef0165b0f0e1ef01b25eab4e5ea4f4bb3837f64eaa82e5d3
PMID:37923203,SEARCH-20260719-LINEAGE-CAUSAL-64,NS-CAUSAL-064,1,37923203,10.3168/jds.2023-23684,Outcomes after treatment of nonsevere gram-negative clinical mastitis with ceftiofur hydrochloride for 2 or 5 days compared with negative control.,2024,Journal of dairy science,D R Bruno; R M Cleale; G Jardon; T Short; B Mills; J R Pedraza,https://pubmed.ncbi.nlm.nih.gov/37923203/,raw/SEARCH-20260719-LINEAGE-CAUSAL-64.efetch.000000000-000000000.xml,4f5da1b766dc433d8b4366cb4e5248106b394f55f93b45abe070a088e2eaec57
PMID:25061922,SEARCH-20260718-LINEAGE-CAUSAL-65,NS-CAUSAL-065,1,25061922,10.1097/ede.0000000000000138,Regression discontinuity designs in epidemiology: causal inference without randomized trials.,2014,"Epidemiology (Cambridge, Mass.)",Jacob Bor; Ellen Moscoe; Portia Mutevedzi; Marie-Louise Newell; Till Bärnighausen,https://pubmed.ncbi.nlm.nih.gov/25061922/,raw/SEARCH-20260718-LINEAGE-CAUSAL-65.efetch.000000000-000000000.xml,1a9512939ba707096f5504c7dc37ea1b8a0c71e43915dff6eb4b43f948824e29
PMID:20731000,SEARCH-20260719-LINEAGE-CAUSAL-66,NS-CAUSAL-066,1,20731000,10.1002/hec.1643,Teacher training and HIV/AIDS prevention in West Africa: regression discontinuity design evidence from the Cameroon.,2010,Health economics,Jean-Louis Arcand; Eric Djimeu Wouabe,https://pubmed.ncbi.nlm.nih.gov/20731000/,raw/SEARCH-20260719-LINEAGE-CAUSAL-66.efetch.000000000-000000000.xml,3d43767430e3f81d854e5160a8020d46948b172d893882458e149a19f17ab778
PMID:29395844,SEARCH-20260719-LINEAGE-CAUSAL-67,NS-CAUSAL-067,1,29395844,10.1016/j.jcjd.2017.10.060,The Prevalence and Risk for Herpes Zoster Infection in Adult Patients With Diabetes Mellitus in the Canadian Primary Care Sentinel Surveillance Network.,2018,Canadian journal of diabetes,John A Queenan; Pendar Farahani; Behrouz Ehsani-Moghadam; Richard V Birtwhistle,https://pubmed.ncbi.nlm.nih.gov/29395844/,raw/SEARCH-20260719-LINEAGE-CAUSAL-67.efetch.000000000-000000000.xml,5d27d9b193b3f5ce25df5ac615b9b43419a82e7f2bd739b654894acc7c6f3003
PMID:26935205,SEARCH-20260719-LINEAGE-CAUSAL-68,NS-CAUSAL-068,1,26935205,10.1186/s13071-016-1408-6,"Factors associated with tick bites and pathogen prevalence in ticks parasitizing humans in Georgia, USA.",2016,Parasites & vectors,Elizabeth R Gleim; Laurel E Garrison; Marianne S Vello; Mason Y Savage; Gaylord Lopez; Roy D Berghaus; Michael J Yabsley,https://pubmed.ncbi.nlm.nih.gov/26935205/,raw/SEARCH-20260719-LINEAGE-CAUSAL-68.efetch.000000000-000000000.xml,078e5ce10bd5958c7eed810ccfb469b2f0c2bfe21ba2e351f18288669d00b428
PMID:38422989,SEARCH-20260719-LINEAGE-CAUSAL-69,NS-CAUSAL-069,1,38422989,10.1002/sim.10046,Inference under superspreading: Determinants of SARS-CoV-2 transmission in Germany.,2024,Statistics in medicine,Patrick W Schmidt,https://pubmed.ncbi.nlm.nih.gov/38422989/,raw/SEARCH-20260719-LINEAGE-CAUSAL-69.efetch.000000000-000000000.xml,7f25d7b0c4421b50a4ed0608d5059672df8dfbbaaba2821e40e44ac4413d1b96
PMID:28302408,SEARCH-20260719-LINEAGE-CAUSAL-70,NS-CAUSAL-070,1,28302408,10.1016/j.vaccine.2017.02.053,Narcolepsy and hypersomnia in Norwegian children and young adults following the influenza A(H1N1) 2009 pandemic.,2017,Vaccine,Lill Trogstad; Inger Johanne Bakken; Nina Gunnes; Sara Ghaderi; Camilla Stoltenberg; Per Magnus; Siri E Håberg,https://pubmed.ncbi.nlm.nih.gov/28302408/,raw/SEARCH-20260719-LINEAGE-CAUSAL-70.efetch.000000000-000000000.xml,c53233e9b98bcafc0a6c3b61bd454317f79b91bb1c5ee62300d25cfe029ad285
PMID:38960670,SEARCH-20260718-LINEAGE-CAUSAL-71,NS-CAUSAL-071,1,38960670,10.1093/aje/kwae172,"Applying two approaches to detect unmeasured confounding due to time-varying variables in a self-controlled risk interval design evaluating COVID-19 vaccine safety signals, using myocarditis as a case example.",2025,American journal of epidemiology,Sophie H Bots; Svetlana Belitser; Rolf H H Groenwold; Carlos E Durán; Judit Riera-Arnau; Anna Schultze; Davide Messina; Elena Segundo; Ian Douglas; Juan José Carreras; Patricia Garcia-Poza; Rosa Gini; Consuelo Huerta; Mar Martín-Pérez; Ivonne Martin; Olga Paoletti; Carlo Alberto Bissacco; Elisa Correcher-Martínez; Patrick Souverein; Arantxa Urchueguía-Fornes; Felipe Villalobos; Miriam C J M Sturkenboom; Olaf H Klungel,https://pubmed.ncbi.nlm.nih.gov/38960670/,raw/SEARCH-20260718-LINEAGE-CAUSAL-71.efetch.000000000-000000000.xml,639fa5b0ed771537bb6d780deb192a0c43fddeca314009b5407b315a6993c87a
PMID:38700036,SEARCH-20260719-LINEAGE-CAUSAL-72,NS-CAUSAL-072,1,38700036,10.1093/cid/ciae182,The Effect of COVID-19 Vaccination on Outpatient Antibiotic Prescribing in Older Adults: A Self-Controlled Risk-Interval Study.,2024,Clinical infectious diseases : an official publication of the Infectious Diseases Society of America,Sarah C J Jorgensen; Kevin Brown; Anna E Clarke; Kevin L Schwartz; Colleen Maxwell; Nick Daneman; Jeffrey C Kwong; Derek R MacFadden,https://pubmed.ncbi.nlm.nih.gov/38700036/,raw/SEARCH-20260719-LINEAGE-CAUSAL-72.efetch.000000000-000000000.xml,8e69c150221ae3dd108adba1d935f444a41cf81b832f84ad9bf226fc766222db
PMID:21993161,SEARCH-20260719-LINEAGE-CAUSAL-73,NS-CAUSAL-073,1,21993161,10.1016/s0140-6736(11)61390-1,"Assessment of population-level effect of Avahan, an HIV-prevention initiative in India.",2011,"Lancet (London, England)",Marie Ng; Emmanuela Gakidou; Alison Levin-Rector; Ajay Khera; Christopher J L Murray; Lalit Dandona,https://pubmed.ncbi.nlm.nih.gov/21993161/,raw/SEARCH-20260719-LINEAGE-CAUSAL-73.efetch.000000000-000000000.xml,957c7ca9be8a9606c9e2e8ea32141bd2734200d976bd038e4bb1d8a01dac6e03
PMID:20167724,SEARCH-20260718-LINEAGE-CAUSAL-74,NS-CAUSAL-074,1,20167724,10.1136/sti.2009.038323,Ecological analysis of the association between high-risk population parameters and HIV prevalence among pregnant women enrolled in sentinel surveillance in four Southern India states.,2010,Sexually transmitted infections,Michel Alary; A A Jayachandran; Catherine M Lowndes; Jan Bradley; Eric Demers; Rajatashuvra Adhikary; Mandar K Mainkar,https://pubmed.ncbi.nlm.nih.gov/20167724/,raw/SEARCH-20260718-LINEAGE-CAUSAL-74.efetch.000000000-000000000.xml,af170d7e84438ede3424b3133ab460473df47d19dc61ae43e2443360f0d099a0
PMID:21361864,SEARCH-20260719-LINEAGE-CAUSAL-75,NS-CAUSAL-075,1,21361864,10.2174/157016211795569122,Factors associated with HIV virologic failure among patients on HAART for one year at three sentinel surveillance sites in China.,2011,Current HIV research,Xia Wang; Liting Yang; Huiqin Li; La Zuo; Shujia Liang; Wei Liu; Yonghui Dong; Shaomin Yang; Hong Shang; Jingyun Li; Laiyi Kang; Ping Zhong; Wei Zheng; Lingjie Liao; Hui Xing; Ray Y Chen; Yuhua Ruan; Yiming Shao,https://pubmed.ncbi.nlm.nih.gov/21361864/,raw/SEARCH-20260719-LINEAGE-CAUSAL-75.efetch.000000000-000000000.xml,5d7555358750fb261ec51d751a642b4e4b78bba188cb7f44483dc2afca68b455
